,ngram,freq,length,less1gram,less1gram_freq,hit_rate,suggest
11558,like to see,15,3,like to,82,0.182926829,see
11610,who have been,15,3,who have,82,0.182926829,been
3479,tour of,19,2,tour,104,0.182692308,of
2595,avenue and,23,2,avenue,126,0.182539683,and
2611,filed in,23,2,filed,126,0.182539683,in
2339,goal of,25,2,goal,137,0.182481752,of
1952,wrote in,29,2,wrote,159,0.182389937,in
623,might have,66,2,might,362,0.182320442,have
131,could be,191,2,could,1048,0.182251908,be
2193,control of,26,2,control,143,0.181818182,of
4318,understand the,16,2,understand,88,0.181818182,the
6007,note the,12,2,note,66,0.181818182,the
6103,seeing the,12,2,seeing,66,0.181818182,the
7365,facebook and,10,2,facebook,55,0.181818182,and
7417,guilty of,10,2,guilty,55,0.181818182,of
7664,opportunities for,10,2,opportunities,55,0.181818182,for
7982,twitter and,10,2,twitter,55,0.181818182,and
8062,write a,10,2,write,55,0.181818182,a
9678,facing a,8,2,facing,44,0.181818182,a
10051,nor the,8,2,nor,44,0.181818182,the
10156,path to,8,2,path,44,0.181818182,to
10194,pool of,8,2,pool,44,0.181818182,of
14527,in as a,6,3,in as,33,0.181818182,a
14536,in late march,6,3,in late,33,0.181818182,march
14756,parking lot of,6,3,parking lot,33,0.181818182,of
14769,pretty much the,6,3,pretty much,33,0.181818182,the
14919,the floor of,6,3,the floor,33,0.181818182,of
14981,the study found,6,3,the study,33,0.181818182,found
15019,things that are,6,3,things that,33,0.181818182,are
15077,to reduce the,6,3,to reduce,33,0.181818182,the
15205,working on a,6,3,working on,33,0.181818182,a
10955,we have a,39,3,we have,215,0.181395349,a
89,there is,245,2,there,1351,0.18134715,is
2312,anyone who,25,2,anyone,138,0.18115942,who
113,into a,217,2,into,1198,0.181135225,a
11207,people who are,21,3,people who,116,0.181034483,are
1269,real estate,39,2,real,216,0.180555556,estate
11868,when she was,13,3,when she,72,0.180555556,was
66,after the,301,2,after,1668,0.180455635,the
6420,bigger than,11,2,bigger,61,0.180327869,than
11034,said i think,29,3,said i,161,0.180124224,think
8632,knee and,9,2,knee,50,0.18,and
8958,suspended for,9,2,suspended,50,0.18,for
90,there are,243,2,there,1351,0.179866765,are
778,plan to,58,2,plan,323,0.179566563,to
3008,reports that,21,2,reports,117,0.179487179,that
4924,losing streak,14,2,losing,78,0.179487179,streak
5124,wait until,14,2,wait,78,0.179487179,until
13565,do a lot,7,3,do a,39,0.179487179,lot
13935,the decision to,7,3,the decision,39,0.179487179,to
13969,the red sox,7,3,the red,39,0.179487179,sox
14035,to hold the,7,3,to hold,39,0.179487179,the
14036,to increase the,7,3,to increase,39,0.179487179,the
14090,we just have,7,3,we just,39,0.179487179,have
14140,years later the,7,3,years later,39,0.179487179,the
15487,i wanted to be,7,4,i wanted to,39,0.179487179,be
5838,europe and,12,2,europe,67,0.179104478,and
11923,he could be,12,3,he could,67,0.179104478,be
11177,it to the,22,3,it to,123,0.178861789,the
11026,would have been,30,3,would have,168,0.178571429,been
3149,goes to,20,2,goes,112,0.178571429,to
7775,standards for,10,2,standards,56,0.178571429,for
12343,going on in,10,3,going on,56,0.178571429,in
15855,it is the first,5,4,it is the,28,0.178571429,first
15879,of new york city,5,4,of new york,28,0.178571429,city
9595,confidence and,8,2,confidence,45,0.177777778,and
9660,estimated million,8,2,estimated,45,0.177777778,million
10382,strength of,8,2,strength,45,0.177777778,of
12928,a federal judge,8,3,a federal,45,0.177777778,judge
13157,of public safety,8,3,of public,45,0.177777778,safety
3318,charge of,19,2,charge,107,0.177570093,of
3478,total of,19,2,total,107,0.177570093,of
1829,pick up,30,2,pick,169,0.177514793,up
6853,streets and,11,2,streets,62,0.177419355,and
12114,get to the,11,3,get to,62,0.177419355,the
30,has been,531,2,has,2995,0.177295492,been
42,about the,404,2,about,2283,0.17696014,the
4555,size and,15,2,size,85,0.176470588,and
11519,and has been,15,3,and has,85,0.176470588,been
6061,professor at,12,2,professor,68,0.176470588,at
11910,for all the,12,3,for all,68,0.176470588,the
8395,eighth and,9,2,eighth,51,0.176470588,and
8767,oh my,9,2,oh,51,0.176470588,my
8933,speaking to,9,2,speaking,51,0.176470588,to
14261,are at least,6,3,are at,34,0.176470588,least
14480,here and there,6,3,here and,34,0.176470588,there
14861,taken to a,6,3,taken to,34,0.176470588,a
14927,the governors office,6,3,the governors,34,0.176470588,office
15622,in the country illegally,6,4,in the country,34,0.176470588,illegally
2387,reason for,25,2,reason,142,0.176056338,for
15250,in the first half,22,4,in the first,125,0.176,half
5180,address the,13,2,address,74,0.175675676,the
5320,hell be,13,2,hell,74,0.175675676,be
11162,to work with,23,3,to work,131,0.175572519,with
11,with the,1109,2,with,6321,0.175446923,the
10939,in an interview,40,3,in an,228,0.175438596,interview
12358,home in the,10,3,home in,57,0.175438596,the
2155,turned out,27,2,turned,154,0.175324675,out
11409,said its a,17,3,said its,97,0.175257732,a
4753,approach to,14,2,approach,80,0.175,to
4992,push for,14,2,push,80,0.175,for
13543,chief executive of,7,3,chief executive,40,0.175,of
13544,chief executive officer,7,3,chief executive,40,0.175,officer
13564,designed to help,7,3,designed to,40,0.175,help
13669,in but the,7,3,in but,40,0.175,the
13838,one in the,7,3,one in,40,0.175,the
2319,average of,25,2,average,143,0.174825175,of
708,pay for,61,2,pay,349,0.1747851,for
6546,golf course,11,2,golf,63,0.174603175,course
60,she said,332,2,she,1909,0.173913043,said
1703,using a,32,2,using,184,0.173913043,a
3115,bay area,20,2,bay,115,0.173913043,area
15277,the first time since,16,4,the first time,92,0.173913043,since
5829,driver of,12,2,driver,69,0.173913043,of
6060,prevent the,12,2,prevent,69,0.173913043,the
11906,do you think,12,3,do you,69,0.173913043,think
9619,covered in,8,2,covered,46,0.173913043,in
10032,moves to,8,2,moves,46,0.173913043,to
12965,and were going,8,3,and were,46,0.173913043,going
13078,in all of,8,3,in all,46,0.173913043,of
13330,to watch the,8,3,to watch,46,0.173913043,the
312,go to,105,2,go,605,0.173553719,to
1103,working with,44,2,working,254,0.173228346,with
3578,heard of,18,2,heard,104,0.173076923,of
3634,offered a,18,2,offered,104,0.173076923,a
8139,accident and,9,2,accident,52,0.173076923,and
8694,mom and,9,2,mom,52,0.173076923,and
8799,partner in,9,2,partner,52,0.173076923,in
8829,proud to,9,2,proud,52,0.173076923,to
12582,as she was,9,3,as she,52,0.173076923,was
12776,say that the,9,3,say that,52,0.173076923,the
12777,say they are,9,3,say they,52,0.173076923,are
12854,time for the,9,3,time for,52,0.173076923,the
946,points and,50,2,points,289,0.173010381,and
2634,includes a,23,2,includes,133,0.172932331,a
746,use of,60,2,use,347,0.172910663,of
4878,hear the,14,2,hear,81,0.172839506,the
399,im not,90,2,im,521,0.172744722,not
3274,watch the,20,2,watch,116,0.172413793,the
7412,golden gate,10,2,golden,58,0.172413793,gate
7457,holding the,10,2,holding,58,0.172413793,the
7717,respect for,10,2,respect,58,0.172413793,for
15841,in the next few,5,4,in the next,29,0.172413793,few
15920,said i think we,5,4,said i think,29,0.172413793,we
10977,when he was,36,3,when he,209,0.172248804,was
2246,stay in,26,2,stay,151,0.17218543,in
3000,period of,21,2,period,122,0.172131148,of
11473,just a few,16,3,just a,93,0.172043011,few
6385,appear on,11,2,appear,64,0.171875,on
6669,lunch and,11,2,lunch,64,0.171875,and
6830,send a,11,2,send,64,0.171875,a
12229,the home of,11,3,the home,64,0.171875,of
745,top of,60,2,top,350,0.171428571,of
11340,not be reached,18,3,not be,105,0.171428571,reached
14157,a key role,6,3,a key,35,0.171428571,role
14208,and can be,6,3,and can,35,0.171428571,be
14311,before he was,6,3,before he,35,0.171428571,was
14332,but this time,6,3,but this,35,0.171428571,time
14879,that when he,6,3,that when,35,0.171428571,he
14978,the store and,6,3,the store,35,0.171428571,and
15020,think about it,6,3,think about,35,0.171428571,it
15067,to let the,6,3,to let,35,0.171428571,the
15225,youve got a,6,3,youve got,35,0.171428571,a
15618,in recent years the,6,4,in recent years,35,0.171428571,the
2233,pretty good,26,2,pretty,152,0.171052632,good
5272,facility in,13,2,facility,76,0.171052632,in
3125,championship game,20,2,championship,117,0.170940171,game
2056,age and,27,2,age,158,0.170886076,and
674,theres no,63,2,theres,369,0.170731707,no
3002,price of,21,2,price,123,0.170731707,of
13599,for yards with,7,3,for yards,41,0.170731707,with
13643,him as the,7,3,him as,41,0.170731707,the
13752,list of the,7,3,list of,41,0.170731707,the
13850,owner of a,7,3,owner of,41,0.170731707,a
14091,we know that,7,3,we know,41,0.170731707,that
10019,moments later,8,2,moments,47,0.170212766,later
10020,moments of,8,2,moments,47,0.170212766,of
10392,surprised if,8,2,surprised,47,0.170212766,if
15426,in a statement that,8,4,in a statement,47,0.170212766,that
11122,you have a,25,3,you have,147,0.170068027,a
3887,kept the,17,2,kept,100,0.17,the
15,as a,796,2,as,4686,0.169867691,a
3667,taxes and,18,2,taxes,106,0.169811321,and
8397,ends up,9,2,ends,53,0.169811321,up
8950,streak to,9,2,streak,53,0.169811321,to
12610,down to the,9,3,down to,53,0.169811321,the
12704,know what to,9,3,know what,53,0.169811321,to
7354,elected officials,10,2,elected,59,0.169491525,officials
12537,we dont know,10,3,we dont,59,0.169491525,know
2531,scored points,24,2,scored,142,0.169014085,points
5893,helping the,12,2,helping,71,0.169014085,the
11929,i didnt know,12,3,i didnt,71,0.169014085,know
11938,in fact the,12,3,in fact,71,0.169014085,the
2241,short of,26,2,short,154,0.168831169,of
11869,will not be,13,3,will not,77,0.168831169,be
11717,they will be,14,3,they will,83,0.168674699,be
11361,to say that,18,3,to say,107,0.168224299,that
10942,to see the,40,3,to see,238,0.168067227,the
3081,whats going,21,2,whats,125,0.168,going
1523,led the,34,2,led,203,0.167487685,the
10912,to have a,46,3,to have,275,0.167272727,a
10982,need to be,35,3,need to,210,0.166666667,be
1665,medical center,32,2,medical,192,0.166666667,center
11155,than a year,23,3,than a,138,0.166666667,year
11233,i had to,20,3,i had,120,0.166666667,to
3600,investigation into,18,2,investigation,108,0.166666667,into
11500,to come to,16,3,to come,96,0.166666667,to
15293,said in a stat,14,4,said in a,84,0.166666667,stat
5863,gay marriage,12,2,gay,72,0.166666667,marriage
6094,santa clara,12,2,santa,72,0.166666667,clara
11876,a time of,12,3,a time,72,0.166666667,of
6603,immigration law,11,2,immigration,66,0.166666667,law
12099,declined to say,11,3,declined to,66,0.166666667,say
15334,at the time of,11,4,at the time,66,0.166666667,of
7176,alone in,10,2,alone,60,0.166666667,in
7353,eastern conference,10,2,eastern,60,0.166666667,conference
7460,honor of,10,2,honor,60,0.166666667,of
7985,unless you,10,2,unless,60,0.166666667,you
12283,a woman who,10,3,a woman,60,0.166666667,who
12295,and some of,10,3,and some,60,0.166666667,of
12344,had no idea,10,3,had no,60,0.166666667,idea
8731,nov at,9,2,nov,54,0.166666667,at
8823,presence in,9,2,presence,54,0.166666667,in
8849,responded by,9,2,responded,54,0.166666667,by
9172,unlike the,9,2,unlike,54,0.166666667,the
12805,the issue of,9,3,the issue,54,0.166666667,of
12839,the white sox,9,3,the white,54,0.166666667,sox
9529,brandon roy,8,2,brandon,48,0.166666667,roy
9583,color and,8,2,color,48,0.166666667,and
9683,feature a,8,2,feature,48,0.166666667,a
9947,killing of,8,2,killing,48,0.166666667,of
10696,unions and,8,2,unions,48,0.166666667,and
13287,think its a,8,3,think its,48,0.166666667,a
13612,get it done,7,3,get it,42,0.166666667,done
14145,you will be,7,3,you will,42,0.166666667,be
14226,and make it,6,3,and make,36,0.166666667,it
14489,his career with,6,3,his career,36,0.166666667,with
14565,in what is,6,3,in what,36,0.166666667,is
15025,this one is,6,3,this one,36,0.166666667,is
15610,i think its going,6,4,i think its,36,0.166666667,going
15829,in an email that,5,4,in an email,30,0.166666667,that
15903,parts of the world,5,4,parts of the,30,0.166666667,world
15951,the los angeles lakers,5,4,the los angeles,30,0.166666667,lakers
2756,begin to,22,2,begin,133,0.165413534,to
2839,served with,22,2,served,133,0.165413534,with
1678,outside of,32,2,outside,194,0.164948454,of
4189,looked like,16,2,looked,97,0.164948454,like
11451,between the two,16,3,between the,97,0.164948454,two
11487,that has been,16,3,that has,97,0.164948454,been
11646,got to be,14,3,got to,85,0.164705882,be
15296,the united states and,14,4,the united states,85,0.164705882,and
5871,greater cleveland,12,2,greater,73,0.164383562,cleveland
85,if you,250,2,if,1522,0.164257556,you
12168,not have to,11,3,not have,67,0.164179104,to
2994,opened the,21,2,opened,128,0.1640625,the
7264,bought a,10,2,bought,61,0.163934426,a
7265,bought the,10,2,bought,61,0.163934426,the
7995,visitors to,10,2,visitors,61,0.163934426,to
12323,came to the,10,3,came to,61,0.163934426,the
1026,find a,46,2,find,281,0.163701068,a
8283,believed the,9,2,believed,55,0.163636364,the
8714,neither the,9,2,neither,55,0.163636364,the
8916,sides of,9,2,sides,55,0.163636364,of
8957,surgery and,9,2,surgery,55,0.163636364,and
12567,am to noon,9,3,am to,55,0.163636364,noon
4235,quite a,16,2,quite,98,0.163265306,a
11454,first time since,16,3,first time,98,0.163265306,since
9491,attacks on,8,2,attacks,49,0.163265306,on
9890,increases in,8,2,increases,49,0.163265306,in
9985,located on,8,2,located,49,0.163265306,on
10198,pounds and,8,2,pounds,49,0.163265306,and
10375,steps to,8,2,steps,49,0.163265306,to
10401,talks with,8,2,talks,49,0.163265306,with
12948,about how the,8,3,about how,49,0.163265306,the
13257,the no pick,8,3,the no,49,0.163265306,pick
11607,we had a,15,3,we had,92,0.163043478,a
754,called the,59,2,called,362,0.162983425,the
337,during a,100,2,during,614,0.16286645,a
4790,challenge for,14,2,challenge,86,0.162790698,for
13553,continues to be,7,3,continues to,43,0.162790698,be
13876,said if we,7,3,said if,43,0.162790698,we
13881,said this was,7,3,said this,43,0.162790698,was
13882,said this week,7,3,said this,43,0.162790698,week
13991,the work of,7,3,the work,43,0.162790698,of
14041,to new jersey,7,3,to new,43,0.162790698,jersey
14115,willing to pay,7,3,willing to,43,0.162790698,pay
14125,wont be able,7,3,wont be,43,0.162790698,able
10902,part of a,48,3,part of,295,0.162711864,a
10947,is not a,39,3,is not,240,0.1625,a
5469,push the,13,2,push,80,0.1625,the
11820,that could be,13,3,that could,80,0.1625,be
11821,that could have,13,3,that could,80,0.1625,have
3411,production of,19,2,production,117,0.162393162,of
14304,be held at,6,3,be held,37,0.162162162,at
14305,be held from,6,3,be held,37,0.162162162,from
14646,me and i,6,3,me and,37,0.162162162,i
14732,on how much,6,3,on how,37,0.162162162,much
14772,questions about his,6,3,questions about,37,0.162162162,his
14779,recent years the,6,3,recent years,37,0.162162162,the
14815,see how it,6,3,see how,37,0.162162162,it
14816,see how the,6,3,see how,37,0.162162162,the
14963,the problem is,6,3,the problem,37,0.162162162,is
14964,the problem of,6,3,the problem,37,0.162162162,of
15022,think that the,6,3,think that,37,0.162162162,the
15135,was still a,6,3,was still,37,0.162162162,a
15175,which would have,6,3,which would,37,0.162162162,have
15699,we want to be,6,4,we want to,37,0.162162162,be
2660,reason to,23,2,reason,142,0.161971831,to
12106,five years in,11,3,five years,68,0.161764706,in
12139,in some ways,11,3,in some,68,0.161764706,ways
12159,known as a,11,3,known as,68,0.161764706,a
10928,a year ago,42,3,a year,260,0.161538462,ago
2957,hold the,21,2,hold,130,0.161538462,the
11211,that would have,21,3,that would,130,0.161538462,have
7246,avoid the,10,2,avoid,62,0.161290323,the
7267,box office,10,2,box,62,0.161290323,office
15770,didnt want to be,5,4,didnt want to,31,0.161290323,be
1978,chance of,28,2,chance,174,0.16091954,of
8296,bringing a,9,2,bringing,56,0.160714286,a
8579,injured in,9,2,injured,56,0.160714286,in
8786,onto a,9,2,onto,56,0.160714286,a
8934,spoke on,9,2,spoke,56,0.160714286,on
8953,style and,9,2,style,56,0.160714286,and
9187,violence and,9,2,violence,56,0.160714286,and
12911,where he was,9,3,where he,56,0.160714286,was
11075,but it was,26,3,but it,162,0.160493827,was
5473,receive a,13,2,receive,81,0.160493827,a
1362,recent years,37,2,recent,231,0.16017316,years
15258,in the first round,20,4,in the first,125,0.16,round
9843,hoping for,8,2,hoping,50,0.16,for
9950,knee injury,8,2,knee,50,0.16,injury
10231,reality show,8,2,reality,50,0.16,show
10836,it was a,100,3,it was,626,0.159744409,a
1031,information about,46,2,information,288,0.159722222,about
3294,allow the,19,2,allow,119,0.159663866,the
433,got to,85,2,got,533,0.159474672,to
2807,matter what,22,2,matter,138,0.15942029,what
6704,net income,11,2,net,69,0.15942029,income
6825,seconds left,11,2,seconds,69,0.15942029,left
12186,on its website,11,3,on its,69,0.15942029,website
3599,interview with,18,2,interview,113,0.159292035,with
3647,prosecutors office,18,2,prosecutors,113,0.159292035,office
3009,rose percent,21,2,rose,132,0.159090909,percent
4935,museum of,14,2,museum,88,0.159090909,of
11635,but its not,14,3,but its,88,0.159090909,not
13393,a free agent,7,3,a free,44,0.159090909,agent
13512,better than the,7,3,better than,44,0.159090909,the
14042,to open in,7,3,to open,44,0.159090909,in
1804,friends and,30,2,friends,189,0.158730159,and
7300,claim the,10,2,claim,63,0.158730159,the
12305,at his home,10,3,at his,63,0.158730159,home
12361,if it was,10,3,if it,63,0.158730159,was
11762,dont know what,13,3,dont know,82,0.158536585,what
434,such a,85,2,such,537,0.158286778,a
2834,restaurant in,22,2,restaurant,139,0.158273381,in
2304,although the,25,2,although,158,0.158227848,the
280,may be,113,2,may,715,0.158041958,be
2967,increase in,21,2,increase,133,0.157894737,in
4398,contact the,15,2,contact,95,0.157894737,the
5976,management and,12,2,management,76,0.157894737,and
15316,in new york city,12,4,in new york,76,0.157894737,city
8878,sat in,9,2,sat,57,0.157894737,in
12586,at this time,9,3,at this,57,0.157894737,time
12693,it could have,9,3,it could,57,0.157894737,have
12844,they could have,9,3,they could,57,0.157894737,have
14471,he got the,6,3,he got,38,0.157894737,the
14752,out on a,6,3,out on,38,0.157894737,a
14958,the point of,6,3,the point,38,0.157894737,of
15066,to learn about,6,3,to learn,38,0.157894737,about
15162,what was going,6,3,what was,38,0.157894737,going
15213,year of the,6,3,year of,38,0.157894737,the
15673,the st louis region,6,4,the st louis,38,0.157894737,region
3931,remain in,17,2,remain,108,0.157407407,in
1154,whether the,42,2,whether,267,0.157303371,the
4861,grand jury,14,2,grand,89,0.157303371,jury
6849,status of,11,2,status,70,0.157142857,of
9598,considering the,8,2,considering,51,0.156862745,the
9891,index of,8,2,index,51,0.156862745,of
9959,lawyers for,8,2,lawyers,51,0.156862745,for
10150,package of,8,2,package,51,0.156862745,of
10217,purchase of,8,2,purchase,51,0.156862745,of
10354,speaking on,8,2,speaking,51,0.156862745,on
12963,and there is,8,3,and there,51,0.156862745,is
13172,on april a,8,3,on april,51,0.156862745,a
15445,said it was a,8,4,said it was,51,0.156862745,a
84,all the,250,2,all,1596,0.156641604,the
5235,china and,13,2,china,83,0.156626506,and
5476,remember that,13,2,remember,83,0.156626506,that
3579,heart of,18,2,heart,115,0.156521739,of
2599,clear that,23,2,clear,147,0.156462585,that
1108,far as,43,2,far,275,0.156363636,as
12279,a month in,10,3,a month,64,0.15625,in
15888,on the other end,5,4,on the other,32,0.15625,end
2110,reported that,27,2,reported,173,0.156069364,that
3833,expect to,17,2,expect,109,0.155963303,to
3933,result in,17,2,result,109,0.155963303,in
1416,per share,36,2,per,231,0.155844156,share
6046,placed in,12,2,placed,77,0.155844156,in
11933,i would have,12,3,i would,77,0.155844156,have
10886,the new york,52,3,the new,334,0.155688623,york
704,came to,61,2,came,392,0.155612245,to
4752,appeared in,14,2,appeared,90,0.155555556,in
4916,justice department,14,2,justice,90,0.155555556,department
13396,a home run,7,3,a home,45,0.155555556,run
13403,a real estate,7,3,a real,45,0.155555556,estate
13479,as if the,7,3,as if,45,0.155555556,the
13711,is about to,7,3,is about,45,0.155555556,to
13747,led to the,7,3,led to,45,0.155555556,the
13912,talk about the,7,3,talk about,45,0.155555556,the
4196,moving to,16,2,moving,103,0.155339806,to
8518,heres the,9,2,heres,58,0.155172414,the
12814,the police department,9,3,the police,58,0.155172414,department
12902,was just a,9,3,was just,58,0.155172414,a
3142,fourth quarter,20,2,fourth,129,0.15503876,quarter
6655,legislation to,11,2,legislation,71,0.154929577,to
7080,whom he,11,2,whom,71,0.154929577,he
5459,pressure on,13,2,pressure,84,0.154761905,on
11872,would not have,13,3,would not,84,0.154761905,have
3374,leave the,19,2,leave,123,0.154471545,the
2643,loss to,23,2,loss,149,0.154362416,to
10986,up to the,35,3,up to,227,0.154185022,the
1972,believe the,28,2,believe,182,0.153846154,the
3140,fell to,20,2,fell,130,0.153846154,to
4118,cover the,16,2,cover,104,0.153846154,the
11507,used to be,16,3,used to,104,0.153846154,be
11729,united states and,14,3,united states,91,0.153846154,and
5752,authority to,12,2,authority,78,0.153846154,to
7704,pulled out,10,2,pulled,65,0.153846154,out
9511,beef and,8,2,beef,52,0.153846154,and
10002,mass transit,8,2,mass,52,0.153846154,transit
10216,pull the,8,2,pull,52,0.153846154,the
10697,unique and,8,2,unique,52,0.153846154,and
12953,agreed to pay,8,3,agreed to,52,0.153846154,pay
13276,the west coast,8,3,the west,52,0.153846154,coast
15418,as much as the,8,4,as much as,52,0.153846154,the
15450,the new york times,8,4,the new york,52,0.153846154,times
14321,but as a,6,3,but as,39,0.153846154,a
14408,for people to,6,3,for people,39,0.153846154,to
15217,years later he,6,3,years later,39,0.153846154,he
15638,it will be a,6,4,it will be,39,0.153846154,a
10964,and his wife,37,3,and his,241,0.153526971,wife
2092,idea of,27,2,idea,176,0.153409091,of
3027,social media,21,2,social,137,0.153284672,media
595,five years,68,2,five,445,0.152808989,years
6545,goals in,11,2,goals,72,0.152777778,in
6684,message to,11,2,message,72,0.152777778,to
422,see the,87,2,see,570,0.152631579,the
2065,available to,27,2,available,177,0.152542373,to
12593,been in a,9,3,been in,59,0.152542373,a
15395,it would be a,9,4,it would be,59,0.152542373,a
3024,smith said,21,2,smith,138,0.152173913,said
4851,george w,14,2,george,92,0.152173913,w
13580,find a way,7,3,find a,46,0.152173913,way
1577,include a,33,2,include,217,0.152073733,a
2247,stop the,26,2,stop,171,0.152046784,the
5744,asking for,12,2,asking,79,0.151898734,for
7753,sheriffs offic,10,2,sheriffs,66,0.151515152,offic
5298,gives the,13,2,gives,86,0.151162791,the
9374,allowing the,8,2,allowing,53,0.150943396,the
9961,leadership and,8,2,leadership,53,0.150943396,and
13087,in st charles,8,3,in st,53,0.150943396,charles
11068,that was the,27,3,that was,179,0.150837989,the
6623,investment in,11,2,investment,73,0.150684932,in
6869,teacher at,11,2,teacher,73,0.150684932,at
12068,a way of,11,3,a way,73,0.150684932,of
12242,the show is,11,3,the show,73,0.150684932,is
4920,knows how,14,2,knows,93,0.150537634,how
2659,quarter and,23,2,quarter,153,0.150326797,and
421,right now,87,2,right,580,0.15,now
11325,i had a,18,3,i had,120,0.15,a
6131,stores and,12,2,stores,80,0.15,and
8326,cast of,9,2,cast,60,0.15,of
12595,board of directors,9,3,board of,60,0.15,directors
12723,much as the,9,3,much as,60,0.15,the
12876,to run for,9,3,to run,60,0.15,for
12892,use of the,9,3,use of,60,0.15,the
12908,what it is,9,3,what it,60,0.15,is
14328,but she said,6,3,but she,40,0.15,said
14447,grew up with,6,3,grew up,40,0.15,with
14601,it with a,6,3,it with,40,0.15,a
14636,look for a,6,3,look for,40,0.15,a
15615,in an interview with,6,4,in an interview,40,0.15,with
15629,in the united st,6,4,in the united,40,0.15,st
2776,guy who,22,2,guy,147,0.149659864,who
705,each other,61,2,each,408,0.149509804,other
5206,arts and,13,2,arts,87,0.149425287,and
5346,income tax,13,2,income,87,0.149425287,tax
7449,highway and,10,2,highway,67,0.149253731,and
8025,western conference,10,2,western,67,0.149253731,conference
12399,not have been,10,3,not have,67,0.149253731,been
10985,to take a,35,3,to take,235,0.14893617,a
13759,looking at the,7,3,looking at,47,0.14893617,the
13766,may not have,7,3,may not,47,0.14893617,have
13990,the water and,7,3,the water,47,0.14893617,and
15485,i dont know what,7,4,i dont know,47,0.14893617,what
15496,in the last two,7,4,in the last,47,0.14893617,two
10883,that he was,53,3,that he,356,0.148876404,was
3569,gets a,18,2,gets,121,0.148760331,a
6448,choice of,11,2,choice,74,0.148648649,of
1349,lead to,37,2,lead,249,0.148594378,to
11518,along with the,15,3,along with,101,0.148514851,the
2068,bring the,27,2,bring,182,0.148351648,the
2524,property tax,24,2,property,162,0.148148148,tax
12035,to pm at,12,3,to pm,81,0.148148148,at
9766,grown up,8,2,grown,54,0.148148148,up
10001,married to,8,2,married,54,0.148148148,to
10319,sexual orientation,8,2,sexual,54,0.148148148,orientation
13085,in san diego,8,3,in san,54,0.148148148,diego
13152,of how to,8,3,of how,54,0.148148148,to
13348,was arrested at,8,3,was arrested,54,0.148148148,at
13349,was arrested in,8,3,was arrested,54,0.148148148,in
1345,head coach,37,2,head,250,0.148,coach
296,many of,110,2,many,744,0.147849462,of
8399,enjoy it,9,2,enjoy,61,0.147540984,it
12612,each other in,9,3,each other,61,0.147540984,in
1138,hit the,42,2,hit,285,0.147368421,the
662,every day,63,2,every,428,0.147196262,day
7467,hurt the,10,2,hurt,68,0.147058824,the
15833,in terms of the,5,4,in terms of,34,0.147058824,the
326,much of,102,2,much,694,0.146974063,of
6844,standard poors,11,2,standard,75,0.146666667,poors
12230,the idea that,11,3,the idea,75,0.146666667,that
490,got a,78,2,got,533,0.146341463,a
5911,id like,12,2,id,82,0.146341463,like
14500,i got to,6,3,i got,41,0.146341463,to
14658,million to million,6,3,million to,41,0.146341463,million
14758,people were killed,6,3,people were,41,0.146341463,killed
15698,we have to get,6,4,we have to,41,0.146341463,get
5251,cup of,13,2,cup,89,0.146067416,of
5301,grand prix,13,2,grand,89,0.146067416,prix
11516,a very good,15,3,a very,103,0.145631068,good
881,win the,53,2,win,364,0.145604396,the
4085,arrested in,16,2,arrested,110,0.145454545,in
9677,facebook page,8,2,facebook,55,0.145454545,page
13361,we do not,8,3,we do,55,0.145454545,not
3813,christie said,17,2,christie,117,0.145299145,said
8235,ap the,9,2,ap,62,0.14516129,the
8641,laws and,9,2,laws,62,0.14516129,and
8813,plants and,9,2,plants,62,0.14516129,and
12570,and had a,9,3,and had,62,0.14516129,a
12699,it wasnt the,9,3,it wasnt,62,0.14516129,the
7699,prepared for,10,2,prepared,69,0.144927536,for
7742,seconds to,10,2,seconds,69,0.144927536,to
1655,however the,32,2,however,221,0.14479638,the
122,can be,205,2,can,1416,0.144774011,be
1582,ive been,33,2,ive,228,0.144736842,been
6435,calling for,11,2,calling,76,0.144736842,for
6528,foreign policy,11,2,foreign,76,0.144736842,policy
5985,moment of,12,2,moment,83,0.144578313,of
338,million in,100,2,million,692,0.144508671,in
5250,created by,13,2,created,90,0.144444444,by
4237,read the,16,2,read,111,0.144144144,the
947,put the,50,2,put,347,0.144092219,the
1403,head of,36,2,head,250,0.144,of
2665,runs in,23,2,runs,160,0.14375,in
2103,men and,27,2,men,188,0.143617021,and
291,where the,111,2,where,773,0.143596378,the
435,take a,85,2,take,595,0.142857143,a
3560,filed a,18,2,filed,126,0.142857143,a
11732,will have a,14,3,will have,98,0.142857143,a
5226,businesses and,13,2,businesses,91,0.142857143,and
11903,come to the,12,3,come to,84,0.142857143,the
6384,answer to,11,2,answer,77,0.142857143,to
6589,hopes of,11,2,hopes,77,0.142857143,of
6765,particularly in,11,2,particularly,77,0.142857143,in
7031,treatment and,11,2,treatment,77,0.142857143,and
7111,youll be,11,2,youll,77,0.142857143,be
12103,earlier this week,11,3,earlier this,77,0.142857143,week
7601,network of,10,2,network,70,0.142857143,of
7997,w bush,10,2,w,70,0.142857143,bush
12414,on saturday night,10,3,on saturday,70,0.142857143,night
8349,cool and,9,2,cool,63,0.142857143,and
8650,lee said,9,2,lee,63,0.142857143,said
9593,concerned that,8,2,concerned,56,0.142857143,that
